;solvent_names;solvent_class;base_names;base_class;temperature;ligand;Pd source;yield;article;reaction_smiles;boronate;bromide;condition_string
12786;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;64.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";CN1C(=O)N(C2=C1C=NC1=CC=C(Br)C=C21)C1=CC(=CC=C1)C(F)(F)F.OB(O)C1=CC=CN=C1>>CN1C(=O)N(C2=C1C=NC1=CC=C(C=C21)C1=CC=CN=C1)C1=CC(=CC=C1)C(F)(F)F;OB(O)C1=CC=CN=C1;CN1C(=O)N(C2=C1C=NC1=CC=C(Br)C=C21)C1=CC(=CC=C1)C(F)(F)F;DMF:water,,K3PO4,,PPh3
12787;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;61.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";NC1=NC=C(C=C1)B(O)O.CN1C(=O)N(C2=C1C=NC1=CC=C(Br)C=C21)C1=CC(=CC=C1)C(F)(F)F>>CN1C(=O)N(C2=C1C=NC1=CC=C(C=C21)C1=CC=C(N)N=C1)C1=CC=CC(=C1)C(F)(F)F;NC1=NC=C(C=C1)B(O)O;CN1C(=O)N(C2=C1C=NC1=CC=C(Br)C=C21)C1=CC(=CC=C1)C(F)(F)F;DMF:water,,K3PO4,,PPh3
12788;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;55.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";OB(O)C1=CC=C(O)N=C1.CN1C(=O)N(C2=C1C=NC1=CC=C(Br)C=C21)C1=CC(=CC=C1)C(F)(F)F>>CN1C(=O)N(C2=C1C=NC1=CC=C(C=C21)C1=CC=C(O)N=C1)C1=CC=CC(=C1)C(F)(F)F;OB(O)C1=CC=C(O)N=C1;CN1C(=O)N(C2=C1C=NC1=CC=C(Br)C=C21)C1=CC(=CC=C1)C(F)(F)F;DMF:water,,K3PO4,,PPh3
12789;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;63.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";CN1C(=O)N(C2=C1C=NC1=C2C=C(Br)C=C1)C1=CC=CC(C)=C1.OB(O)C1=CC=CN=C1>>CN1C(=O)N(C2=C1C=NC1=C2C=C(C=C1)C1=CN=CC=C1)C1=CC=CC(C)=C1;OB(O)C1=CC=CN=C1;CN1C(=O)N(C2=C1C=NC1=C2C=C(Br)C=C1)C1=CC=CC(C)=C1;DMF:water,,K3PO4,,PPh3
12790;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;55.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";OB(O)C1=CC=C(C=O)N=C1.CCC1=CC(=CC=C1)N1C(=O)N(C)C2=C1C1=C(C=CC(Br)=C1)N=C2>>CCC1=CC(=CC=C1)N1C(=O)N(C)C2=C1C1=C(C=CC(=C1)C1=CN=C(C=O)C=C1)N=C2;OB(O)C1=CC=C(C=O)N=C1;CCC1=CC(=CC=C1)N1C(=O)N(C)C2=C1C1=C(C=CC(Br)=C1)N=C2;DMF:water,,K3PO4,,PPh3
12791;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;59.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";CN1C(=O)N(C2=C1C=NC1=C2C=C(Br)C=C1)C1=CC=CC(O)=C1.OB(O)C1=CC=CN=C1>>CN1C(=O)N(C2=C1C=NC1=C2C=C(C=C1)C1=CN=CC=C1)C1=CC=CC(O)=C1;OB(O)C1=CC=CN=C1;CN1C(=O)N(C2=C1C=NC1=C2C=C(Br)C=C1)C1=CC=CC(O)=C1;DMF:water,,K3PO4,,PPh3
12806;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;130;PPh3;Pd[P(Ph)3]2Cl2;82.0;"Article; Hudson, Liam; Mui, James; Vazquez, Santiago; Carvalho, Diana M.; Williams, Eleanor; Jones, Chris; Bullock, Alex N.; Hoelder, Swen; Journal of Medicinal Chemistry; vol. 61; 16; (2018); p. 7261 - 7272;";OB(O)C1=CC=NC2=C1C=CC=C2.BrC1=CC2=C(C=C1)N=CN(C1CCCCC1)C2=O>>O=C1N(C=NC2=C1C=C(C=C2)C1=C2C=CC=CC2=NC=C1)C1CCCCC1;OB(O)C1=CC=NC2=C1C=CC=C2;BrC1=CC2=C(C=C1)N=CN(C1CCCCC1)C2=O;1,4-dioxane:water,,Na2CO3,,PPh3
12807;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;130;PPh3;Pd[P(Ph)3]2Cl2;80.0;"Article; Hudson, Liam; Mui, James; Vazquez, Santiago; Carvalho, Diana M.; Williams, Eleanor; Jones, Chris; Bullock, Alex N.; Hoelder, Swen; Journal of Medicinal Chemistry; vol. 61; 16; (2018); p. 7261 - 7272;";OB(O)C1=CC=NC2=C1C=CC=C2.CN(C)C1=CC=C(C=C1)N1C=NC2=C(C=C(Br)C=C2)C1=O>>CN(C)C1=CC=C(C=C1)N1C=NC2=C(C=C(C=C2)C2=C3C=CC=CC3=NC=C2)C1=O;OB(O)C1=CC=NC2=C1C=CC=C2;CN(C)C1=CC=C(C=C1)N1C=NC2=C(C=C(Br)C=C2)C1=O;1,4-dioxane:water,,Na2CO3,,PPh3
12872;toluene,,water;polarAromatic;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;67.0;"Article; Tao, Youtian; Wang, Qi; Wang, Qiang; Yang, Chuluo; Zhang, Kai; Zou, Taotao; Qin, Jingui; Ma, Dongge; Journal of Materials Chemistry; vol. 18; 34; (2008); p. 4091 - 4096;";CCCCC(CC)CN1C2=CC=CC=C2C2=C1C=CC(=C2)B(O)O.BrC1=CC=C(C=C1)C1=NN=C(O1)C1=CC=C(Br)C=C1>>CCCCC(CC)CN1C2=C(C=CC=C2)C2=C1C=CC(=C2)C1=CC=C(C=C1)C1=NN=C(O1)C1=CC=C(C=C1)C1=CC2=C(C=C1)N(CC(CC)CCCC)C1=C2C=CC=C1;CCCCC(CC)CN1C2=CC=CC=C2C2=C1C=CC(=C2)B(O)O;CCCCC(CC)Cn1c2ccccc2c2cc(-c3ccc(-c4nnc(-c5ccc(Br)cc5)o4)cc3)ccc21;Toluene:water,,Na2CO3,,PPh3
12884;toluene,,water;polarAromatic;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;73.0;"Article; Kristensen, Jesper L.; Pueschl, Ask; Jensen, Martin; Risgaard, Rune; Christoffersen, Claus T.; Bang-Andersen, Benny; Balle, Thomas; Journal of Medicinal Chemistry; vol. 53; 19; (2010); p. 7021 - 7034;";OB(O)C1=CC=NC=C1.CN1CCN(CC1)C1CC2=C(SC3=C1C=C(Br)C=C3)C=CC=C2>>CN1CCN(CC1)C1CC2=CC=CC=C2SC2=CC=C(C=C12)C1=CC=NC=C1;OB(O)C1=CC=NC=C1;CN1CCN(CC1)C1CC2=C(SC3=C1C=C(Br)C=C3)C=CC=C2;Toluene:water,,Na2CO3,,PPh3
12898;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;95;PPh3;Pd[P(Ph)3]4;74.2;"Article; Hunt, Kevin W.; Cook, Adam W.; Watts, Ryan J.; Clark, Christopher T.; Vigers, Guy; Smith, Darin; Metcalf, Andrew T.; Gunawardana, Indrani W.; Burkard, Michael; Cox, April A.; Geck Do, Mary K.; Dutcher, Darrin; Thomas, Allen A.; Rana, Sumeet; Kallan, Nicholas C.; Delisle, Robert K.; Rizzi, James P.; Regal, Kelly; Sammond, Douglas; Groneberg, Robert; Siu, Michael; Purkey, Hans; Lyssikatos, Joseph P.; Marlow, Allison; Liu, Xingrong; Tang, Tony P.; Journal of Medicinal Chemistry; vol. 56; 8; (2013); p. 3379 - 3403;";CN1C(N)=NC2(CC(C)(C)OC3=CC=C(Br)C=C23)C1=O.OB(O)C1=CN=CN=C1>>CN1C(N)=NC2(CC(C)(C)OC3=C2C=C(C=C3)C2=CN=CN=C2)C1=O;OB(O)C1=CN=CN=C1;CN1C(N)=NC2(CC(C)(C)OC3=CC=C(Br)C=C23)C1=O;1,4-dioxane:water,,Na2CO3,,PPh3
12899;toluene,,water;polarAromatic;sodium carbonate;carbonate;85;PPh3;Pd[P(Ph)3]4;72.0;"Article; Hunt, Kevin W.; Cook, Adam W.; Watts, Ryan J.; Clark, Christopher T.; Vigers, Guy; Smith, Darin; Metcalf, Andrew T.; Gunawardana, Indrani W.; Burkard, Michael; Cox, April A.; Geck Do, Mary K.; Dutcher, Darrin; Thomas, Allen A.; Rana, Sumeet; Kallan, Nicholas C.; Delisle, Robert K.; Rizzi, James P.; Regal, Kelly; Sammond, Douglas; Groneberg, Robert; Siu, Michael; Purkey, Hans; Lyssikatos, Joseph P.; Marlow, Allison; Liu, Xingrong; Tang, Tony P.; Journal of Medicinal Chemistry; vol. 56; 8; (2013); p. 3379 - 3403;";CC1(C)CC2=C(C=C(Br)C=C2)C2(COC(N)=N2)C1.OB(O)C1=CN=CN=C1>>CC1(C)CC2=C(C=C(C=C2)C2=CN=CN=C2)C2(COC(N)=N2)C1;OB(O)C1=CN=CN=C1;CC1(C)CC2=C(C=C(Br)C=C2)C2(COC(N)=N2)C1;Toluene:water,,Na2CO3,,PPh3
12900;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;95;PPh3;Pd[P(Ph)3]4;71.0;"Article; Hunt, Kevin W.; Cook, Adam W.; Watts, Ryan J.; Clark, Christopher T.; Vigers, Guy; Smith, Darin; Metcalf, Andrew T.; Gunawardana, Indrani W.; Burkard, Michael; Cox, April A.; Geck Do, Mary K.; Dutcher, Darrin; Thomas, Allen A.; Rana, Sumeet; Kallan, Nicholas C.; Delisle, Robert K.; Rizzi, James P.; Regal, Kelly; Sammond, Douglas; Groneberg, Robert; Siu, Michael; Purkey, Hans; Lyssikatos, Joseph P.; Marlow, Allison; Liu, Xingrong; Tang, Tony P.; Journal of Medicinal Chemistry; vol. 56; 8; (2013); p. 3379 - 3403;";CN1C(N)=NC2(CC(C)(C)CC3=C2C=C(Br)C=C3)C1=O.OB(O)C1=CC=CN=C1F>>CN1C(N)=NC2(CC(C)(C)CC3=C2C=C(C=C3)C2=CC=CN=C2F)C1=O;OB(O)C1=CC=CN=C1F;CN1C(N)=NC2(CC(C)(C)CC3=C2C=C(Br)C=C3)C1=O;1,4-dioxane:water,,Na2CO3,,PPh3
12912;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;90;PPh3;Pd[P(Ph)3]4;74.0;"Article; Thomas, Allen A.; Hunt, Kevin W.; Volgraf, Matthew; Watts, Ryan J.; Liu, Xingrong; Vigers, Guy; Smith, Darin; Sammond, Douglas; Tang, Tony P.; Rhodes, Susan P.; Metcalf, Andrew T.; Brown, Karin D.; Otten, Jennifer N.; Burkard, Michael; Cox, April A.; Do, Mary K. Geck; Dutcher, Darrin; Rana, Sumeet; Delisle, Robert K.; Regal, Kelly; Wright, Albion D.; Groneberg, Robert; Scearce-Levie, Kimberly; Siu, Michael; Purkey, Hans E.; Lyssikatos, Joseph P.; Gunawardana, Indrani W.; Journal of Medicinal Chemistry; vol. 57; 3; (2014); p. 878 - 902;";[H][C@@]12CCOC[C@@]1([H])[C@]1(N=C(N)N(C)C1=O)C1=CC(Br)=CC=C1O2.OB(O)C1=CC=CN=C1F>>[H][C@@]12CCOC[C@@]1([H])[C@]1(N=C(N)N(C)C1=O)C1=C(O2)C=CC(=C1)C1=C(F)N=CC=C1;OB(O)C1=CC=CN=C1F;[H][C@@]12CCOC[C@@]1([H])[C@]1(N=C(N)N(C)C1=O)C1=CC(Br)=CC=C1O2;1,4-dioxane:water,,Na2CO3,,PPh3
12913;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;90;PPh3;Pd[P(Ph)3]4;67.0;"Article; Thomas, Allen A.; Hunt, Kevin W.; Volgraf, Matthew; Watts, Ryan J.; Liu, Xingrong; Vigers, Guy; Smith, Darin; Sammond, Douglas; Tang, Tony P.; Rhodes, Susan P.; Metcalf, Andrew T.; Brown, Karin D.; Otten, Jennifer N.; Burkard, Michael; Cox, April A.; Do, Mary K. Geck; Dutcher, Darrin; Rana, Sumeet; Delisle, Robert K.; Regal, Kelly; Wright, Albion D.; Groneberg, Robert; Scearce-Levie, Kimberly; Siu, Michael; Purkey, Hans E.; Lyssikatos, Joseph P.; Gunawardana, Indrani W.; Journal of Medicinal Chemistry; vol. 57; 3; (2014); p. 878 - 902;";[H][C@@]12CCOC[C@@]1([H])[C@]1(COC(N)=N1)C1=CC(Br)=CC=C1O2.OB(O)C1=CC=CN=C1F>>[H][C@@]12CCOC[C@@]1([H])[C@]1(COC(N)=N1)C1=CC(=CC=C1O2)C1=CC=CN=C1F;OB(O)C1=CC=CN=C1F;[H][C@@]12CCOC[C@@]1([H])[C@]1(COC(N)=N1)C1=CC(Br)=CC=C1O2;1,4-dioxane:water,,Na2CO3,,PPh3
12929;toluene,,water;polarAromatic;potassium phosphate;phosphate;60;SPhos;Pd2(dba)3;70.0;"Article; Yamaguchi, Eriko; Wang, Chenguang; Fukazawa, Aiko; Taki, Masayasu; Sato, Yoshikatsu; Sasaki, Taeko; Ueda, Minako; Sasaki, Narie; Higashiyama, Tetsuya; Yamaguchi, Shigehiro; Angewandte Chemie - International Edition; vol. 54; 15; (2015); p. 4539 - 4543; Angew. Chem.; vol. 127; 15; (2015); p. 4622 - 4626;";OB(O)C1=CC2=C(S1)C=CC=C2.BrC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1>>S1C(=CC2=CC=CC=C12)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1;OB(O)C1=CC2=C(S1)C=CC=C2;BrC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1;Toluene:water,,K3PO4,,SPhos
12949;toluene,,water;polarAromatic;sodium carbonate;carbonate;90;PPh3;Pd[P(Ph)3]2Cl2;65.3;"Article; Sun, Bin; Wang, Ming; Lou, Zhichao; Huang, Mingjun; Xu, Chenglong; Li, Xiaohong; Chen, Li-Jun; Yu, Yihua; Davis, Grant L.; Xu, Bingqian; Yang, Hai-Bo; Li, Xiaopeng; Journal of the American Chemical Society; vol. 137; 4; (2015); p. 1556 - 1564;";OB(O)C1=CC=NC=C1.CCCCCCOC1=CC(Br)=CC(Br)=C1>>CCCCCCOC1=CC(=CC(Br)=C1)C1=CC=NC=C1;OB(O)C1=CC=NC=C1;CCCCCCOC1=CC(Br)=CC(Br)=C1;Toluene:water,,Na2CO3,,PPh3
12951;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;80;PPh3;Pd[P(Ph)3]4;72.0;"Article; Samanta, Soumen K.; Moncelet, Damien; Briken, Volker; Isaacs, Lyle; Journal of the American Chemical Society; vol. 138; 43; (2016); p. 14488 - 14496;";NC1=CC(Br)=CC(Br)=C1.OB(O)C1=CC=NC=C1.OB(O)C1=CC=NC=C1>>NC1=CC(=CC(=C1)C1=CC=NC=C1)C1=CC=NC=C1;OB(O)C1=CC=NC=C1;Nc1cc(Br)cc(-c2ccncc2)c1;1,4-dioxane:water,,K3PO4,,PPh3
12954;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;110;PPh3;Pd[P(Ph)3]4;67.4;"Article; Kivi, Charlie E.; Song, Datong; Dalton Transactions; vol. 45; 43; (2016); p. 17087 - 17090;";CC1=C(C(C)=NN1)C1=CC=C(Br)C=C1.OB(O)C1=CC=NC=C1>>CC1=C(C(C)=NN1)C1=CC=C(C=C1)C1=CC=NC=C1;OB(O)C1=CC=NC=C1;CC1=C(C(C)=NN1)C1=CC=C(Br)C=C1;1,4-dioxane:water,,K3PO4,,PPh3
12971;N,N-dimethyl-formamide,,water;polar;sodium carbonate;carbonate;85;PPh3;Pd[P(Ph)3]4;70.0;"Article; Aslam, Adil S.; Hong, Jung-Ho; Shin, June-Ho; Cho, Dong-Gyu; Angewandte Chemie - International Edition; vol. 56; 51; (2017); p. 16247 - 16251; Angew. Chem.; vol. 129; 51; (2017); p. 16465 - 16469,5;";BrC1=C2C=C(C=O)C=CC2=CC2=CC=CC=C12.OB(O)C1=CC=C(S1)C=O>>O=CC1=CC=C(S1)C1=C2C=C(C=O)C=CC2=CC2=CC=CC=C12;OB(O)C1=CC=C(S1)C=O;BrC1=C2C=C(C=O)C=CC2=CC2=CC=CC=C12;DMF:water,,Na2CO3,,PPh3
12976;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;52.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";CN1C(=O)N(CC2=CC=CC=C2)C2=C1C=NC1=C2C=C(Br)C=C1.OB(O)C1=CC=CN=C1>>CN1C(=O)N(CC2=CC=CC=C2)C2=C1C=NC1=C2C=C(C=C1)C1=CN=CC=C1;OB(O)C1=CC=CN=C1;CN1C(=O)N(CC2=CC=CC=C2)C2=C1C=NC1=C2C=C(Br)C=C1;DMF:water,,K3PO4,,PPh3
12977;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;46.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";CCN1C(=O)N(C2=C1C=NC1=C2C=C(Br)C=C1)C1=CC=CC=C1.OB(O)C1=CC=CN=C1>>CCN1C(=O)N(C2=C1C=NC1=C2C=C(C=C1)C1=CN=CC=C1)C1=CC=CC=C1;OB(O)C1=CC=CN=C1;CCN1C(=O)N(C2=C1C=NC1=C2C=C(Br)C=C1)C1=CC=CC=C1;DMF:water,,K3PO4,,PPh3
12978;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;51.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";COC1=CC(=CC=C1)N1C(=O)N(C)C2=C1C1=CC(Br)=CC=C1N=C2.OB(O)C1=CC=CN=C1>>COC1=CC(=CC=C1)N1C(=O)N(C)C2=C1C1=C(C=CC(=C1)C1=CN=CC=C1)N=C2;OB(O)C1=CC=CN=C1;COC1=CC(=CC=C1)N1C(=O)N(C)C2=C1C1=CC(Br)=CC=C1N=C2;DMF:water,,K3PO4,,PPh3
12979;N,N-dimethyl-formamide,,water;polar;potassium phosphate;phosphate;150;PPh3;Pd[P(Ph)3]4;52.0;"Article; Lu, Xiao; Kim, Myunghoon; Orr, Meghan J.; Li, Hao; Huang, Wenwei; European Journal of Organic Chemistry; vol. 2018; 13; (2018); p. 1572 - 1580;";CN1C(=O)N(C2=C1C=NC1=C2C=C(Br)C=C1)C1=CC=CC(Cl)=C1.OB(O)C1=CC=CN=C1>>CN1C(=O)N(C2=C1C=NC1=CC=C(C=C21)C1=CC=CN=C1)C1=CC(Cl)=CC=C1;OB(O)C1=CC=CN=C1;CN1C(=O)N(C2=C1C=NC1=C2C=C(Br)C=C1)C1=CC=CC(Cl)=C1;DMF:water,,K3PO4,,PPh3
12987;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;P(cychex)3;Pd2(dba)3;68.0;"Article; Zhan, Yi-Yang; Kojima, Tatsuo; Koide, Takuya; Tachikawa, Masanori; Hiraoka, Shuichi; Chemistry - A European Journal; vol. 24; 36; (2018); p. 9130 - 9135;";COC1=CC(=CC=C1)C1=CC=C(C=C1)C1=C(C2=CC=C(C)C=C2)C(C2=CC=C(I)C=C2)=C(C2=CC=C(C)C=C2)C(C2=CC=C(I)C=C2)=C1C1=CC=C(C)C=C1.OB(O)C1=CC=CN=C1>>COC1=CC(=CC=C1)C1=CC=C(C=C1)C1=C(C2=CC=C(C)C=C2)C(C2=CC=C(C=C2)C2=CC=CN=C2)=C(C2=CC=C(C)C=C2)C(C2=CC=C(C=C2)C2=CC=CN=C2)=C1C1=CC=C(C)C=C1;OB(O)C1=CC=CN=C1;COc1cccc(-c2ccc(-c3c(-c4ccc(C)cc4)c(-c4ccc(I)cc4)c(-c4ccc(C)cc4)c(-c4ccc(-c5cccnc5)cc4)c3-c3ccc(C)cc3)cc2)c1;1,4-dioxane:water,,K3PO4,,Pcy3
12992;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;130;PPh3;Pd[P(Ph)3]2Cl2;74.0;"Article; Hudson, Liam; Mui, James; Vazquez, Santiago; Carvalho, Diana M.; Williams, Eleanor; Jones, Chris; Bullock, Alex N.; Hoelder, Swen; Journal of Medicinal Chemistry; vol. 61; 16; (2018); p. 7261 - 7272;";OB(O)C1=CC=NC2=C1C=CC=C2.BrC1=CC2=C(C=C1)N=CN(C1=CC=CC=C1)C2=O>>O=C1N(C=NC2=C1C=C(C=C2)C1=C2C=CC=CC2=NC=C1)C1=CC=CC=C1;OB(O)C1=CC=NC2=C1C=CC=C2;BrC1=CC2=C(C=C1)N=CN(C1=CC=CC=C1)C2=O;1,4-dioxane:water,,Na2CO3,,PPh3
12993;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;130;PPh3;Pd[P(Ph)3]2Cl2;70.0;"Article; Hudson, Liam; Mui, James; Vazquez, Santiago; Carvalho, Diana M.; Williams, Eleanor; Jones, Chris; Bullock, Alex N.; Hoelder, Swen; Journal of Medicinal Chemistry; vol. 61; 16; (2018); p. 7261 - 7272;";OB(O)C1=CC=NC2=C1C=CC=C2.CC1=NC2=CC=C(Br)C=C2C(=O)N1>>CC1=NC2=C(C=C(C=C2)C2=C3C=CC=CC3=NC=C2)C(=O)N1;OB(O)C1=CC=NC2=C1C=CC=C2;CC1=NC2=CC=C(Br)C=C2C(=O)N1;1,4-dioxane:water,,Na2CO3,,PPh3
12994;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;130;PPh3;Pd[P(Ph)3]2Cl2;65.0;"Article; Hudson, Liam; Mui, James; Vazquez, Santiago; Carvalho, Diana M.; Williams, Eleanor; Jones, Chris; Bullock, Alex N.; Hoelder, Swen; Journal of Medicinal Chemistry; vol. 61; 16; (2018); p. 7261 - 7272;";OB(O)C1=CC=NC2=C1C=CC=C2.CN1C=NC2=CC=C(Br)C=C2C1=O>>CN1C=NC2=C(C=C(C=C2)C2=C3C=CC=CC3=NC=C2)C1=O;OB(O)C1=CC=NC2=C1C=CC=C2;CN1C=NC2=CC=C(Br)C=C2C1=O;1,4-dioxane:water,,Na2CO3,,PPh3
13005;1,4-dioxane,,water;waterEther;sodium carbonate;carbonate;100;PPh3;Pd[P(Ph)3]4;69.0;"Article; Owen, Robert M.; Blakemore, David; Cao, Lishuang; Flanagan, Neil; Fish, Rebecca; Gibson, Karl R.; Gurrell, Rachel; Huh, Chan Woo; Kammonen, Juha; Mortimer-Cassen, Elisabeth; Nickolls, Sarah A.; Omoto, Kiyoyuki; Owen, Dafydd; Pike, Andy; Pryde, David C.; Reynolds, David S.; Roeloffs, Rosemarie; Rose, Colin; Stead, Clara; Takeuchi, Mifune; Warmus, Joseph S.; Watson, Christine; Journal of Medicinal Chemistry; vol. 62; 12; (2019); p. 5773 - 5796;";FC1=C(Br)C=C(C=C1)C1=CN=NC2=C1N=CN2C1CC1.CC1=NC=CC(=C1)B(O)O>>CC1=NC=CC(=C1)C1=CC(=CC=C1F)C1=C2N=CN(C3CC3)C2=NN=C1;CC1=NC=CC(=C1)B(O)O;FC1=C(Br)C=C(C=C1)C1=CN=NC2=C1N=CN2C1CC1;1,4-dioxane:water,,Na2CO3,,PPh3
13043;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;95;dppf;Pd(dppf)Cl2;62.0;"Article; Schneider, Jakob F.; Froehlich, Roland; Paradies, Jan; Synthesis; 20; (2010); p. 3486 - 3492;";NC1=CC2=CC=C1CCC1=CC=C(CC2)C=C1Br.OB(O)C1=CC=CC2=C1C=CN2>>NC1=C2CCC3=C(C=C(CCC(C=C2)=C1)C=C3)C1=C2C=CNC2=CC=C1;OB(O)C1=CC=CC2=C1C=CN2;NC1=CC2=CC=C1CCC1=CC=C(CC2)C=C1Br;1,4-dioxane:water,,K3PO4,,dppf
13060;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;P(cychex)3;Pd2(dba)3;63.0;"Article; Naseer, Muhammad Moazzam; Hameed, Shahid; Applied Organometallic Chemistry; vol. 26; 7; (2012); p. 330 - 334;";CCCCOC1=CC(Br)=CC(Br)=C1.OB(O)C1=CN=C(Cl)N=C1.CCCCOC1=CC(Br)=CC(Br)=C1.OB(O)C1=CN=C(Cl)N=C1.OB(O)C1=CN=C(Cl)N=C1>>CCCCOC1=CC(=CC(Br)=C1)C1=CN=C(Cl)N=C1.CCCCOC1=CC(=CC(=C1)C1=CN=C(Cl)N=C1)C1=CN=C(Cl)N=C1;OB(O)C1=CN=C(Cl)N=C1;CCCCOC1=CC(Br)=CC(Br)=C1;1,4-dioxane:water,,K3PO4,,Pcy3
13061;1,4-dioxane,,water;waterEther;potassium phosphate;phosphate;100;P(cychex)3;palladium diacetate;52.0;"Article; Naseer, Muhammad Moazzam; Hameed, Shahid; Applied Organometallic Chemistry; vol. 26; 7; (2012); p. 330 - 334;";CCCCOC1=CC(Br)=CC(Br)=C1.OB(O)C1=CN=C(Cl)N=C1.CCCCOC1=CC(Br)=CC(Br)=C1.OB(O)C1=CN=C(Cl)N=C1.OB(O)C1=CN=C(Cl)N=C1>>CCCCOC1=CC(=CC(Br)=C1)C1=CN=C(Cl)N=C1.CCCCOC1=CC(=CC(=C1)C1=CN=C(Cl)N=C1)C1=CN=C(Cl)N=C1;OB(O)C1=CN=C(Cl)N=C1;CCCCOC1=CC(Br)=CC(Br)=C1;1,4-dioxane:water,,K3PO4,,Pcy3
